AGE_REF,FAM_SIZE,REF_RACE,REGION,SEX_REF,FOODTOT,FOODHOME,CEREAL,BAKEPROD,BEEF,PORK,OTHMEAT,POULTRY,SEAFOOD,EGGS,MILKPROD,OTHDAIRY,FRSHFRUT,FRSHVEG,PROCFRUT,PROCVEG,SWEETS,NONALBEV,OILS,MISCFOOD,FOODAWAY,ALCBEV
34,6,1,4,1,163.45,36.39,0,4.8824,0,0,0,0,0,0,0,3.35364,7.15381,0,0,0,0,12.54143,0,8.45872,127.06,0
34,6,1,4,1,188.33,77.59,3.99,0,11.29258,9.20742,13.5,10.99,0,2.99,5.98,0,0,1.29,0,0,0,10.36,7.99,0,110.74,0
32,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1,4,1,1,149.79,29.54,0,0,0,4,0,0,3,0,1.59,0,0,0,0,0,0,0,20,0.95,120.25,0
23,1,4,1,1,105.94,12.97,0,0,0,0,0,0,0,2.09,1.99,0,0,3.5,0,0,5.39,0,0,0,92.97,0
48,1,1,2,1,30.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.25,16.2
48,1,1,2,1,89.89022,53.49999,4.97819,3.53279,0,10.90145,5.12172,4.9347,5.55547,0,2.52772,0,2.71808,5.91811,3.8224,0,0,3.48936,0,0,36.39023,0
32,2,4,3,2,25.63,25.63,0,0,0,0,0,0,0,0,5.45,0,7.12,0,3.42218,4.33782,0,0,0,5.3,0,0
32,2,4,3,2,93.47,93.47,4.4,2.64,0,0,5.78,7.88,0,4.65,27.05,7.95,9.01,17.38,0,0,0,0,0,6.73,0,0
25,3,2,4,2,583.28999,494.39999,15.20532,53.0159,9.60358,11.61351,37.74669,17.44981,10.36318,6.40061,7.92191,27.33937,26.43162,14.40286,27.11922,25.93199,23.13797,65.24437,16.48,98.99208,88.89,0
25,3,2,4,2,728.79,291.53,26,20.74,5.97,12.50735,14.63265,9.23,19.16,13.06,5.83,24.16,19.41,5.97,10.65,0,2.98,28.41,4.74,68.08,437.26,214.37
63,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,5,1,3,2,84.46,81.69,7.86,0,3.79,0,0,0,17.77,3.59,3.79,0,7.86,7.49,0,0,5,6.59,0,17.95,2.77,0
30,5,1,3,2,74.28,74.28,1.78,0,5.78,6.98,9.28,6.34,5.99,1.49,0,4.97,0,0,0,7.43,0,0,0,24.24,0,0
39,5,4,1,2,52,40,0,0,0,5.00276,0,0,0,0,3.67164,3.32433,2.37357,1.65252,0,0,7.85621,8.26141,0,7.85756,12,0
39,5,4,1,2,179.93803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.93803,14.84
56,3,1,1,2,484.98,437.83,69.37,40.27,15.35,39.86,5.64,0,0,2.19,16.03,50.73,21.74,34.04,13.28,0,25.34,63.37,11.46,29.16,47.15,116.84
56,3,1,1,2,545.17722,118.28,4.23,9.38,0,0,0,0,11.48,4.79,11.76,17.57,4.53,8.6,13.97,6.38,0,0,2.33,23.26,426.89722,143.56
40,5,1,2,2,445.78582,353,33.25,24.15,27.46,16.97,6.7,0,0,1.61,13.52,20.18,23.92,10.97,6,7.22,50.22,34.14,13.91,62.78,92.78582,2.03418
40,5,1,2,2,254.32,254.32,6.75,8.71,0,0,0,0,0,1.61,5.52,21.23,3.73,0,6.06,7.41,39.95,36.73,94.65,21.97,0,0
35,1,1,4,2,48.11,4.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99,0,43.12,0
35,1,1,4,2,96.61,46.12,4.99,0,0,0,0,0,5.49,0,3.19,0,3.53,0,3.69,0,11.58,11.06,0,2.59,50.49,5.46
69,2,1,4,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
69,2,1,4,1,15.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.25,0
66,2,1,3,1,101.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.34,0
66,2,1,3,1,268.17999,162.77999,10.76454,29.1,0,3.04,2.04,7.64,0,0,9.9,16.76043,5.46,0,2.55,3.64057,13.13,44.90445,3.97,9.88,105.4,0
69,2,2,3,1,193.87,148.25,2.8431,10.86039,14.07085,0,0,6.56359,7.40171,0,5.6197,9.6597,20.11598,11.18393,5.44358,0,0,17.31074,4.26,32.91673,45.62,0
69,2,2,3,1,242.93817,166.95001,4.74111,6.92712,14.65525,5.61308,9.25033,0,10.43284,3.18244,6.26273,2.61156,17.04616,7.37014,12.04823,18.01374,10.07442,8.50321,4.77495,25.4427,75.98816,0
36,2,1,2,1,159.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.4,0
36,2,1,2,1,368.82,211.19,8.43,13.24,0,8.93,3.99,0,0,1.99,4.19,13.99,16.47,4.68,0,4.5,9.62,17.23,13.13,90.8,157.63,9
43,3,1,2,1,144.19,112.92,5.96,46.68,0,6,0,0,4.99,0,4,5.96,2.35,1.97,1.2745,1.6155,0,3.82,0,28.3,31.27,8.44
43,3,1,2,1,175.25,122.26,1.5,2.5,0,0,0,0,0,0,0,10.68,4.16,0,0,0,9.17,71.19,1.29,21.77,52.99,9.5
67,2,1,3,2,143.77,137.82,21.44,16.91,0,2.58,0,0,0,0,2.93,15.24,2.21,4.22,16.27,6.44,0,4.75,5.28,39.55,5.95,198.94
67,2,1,3,2,66.25,52.44,0,3.9,8.85,0,3.08,0,0,2.01,4.23,6.88,0,0.75,0,4.28,0,3.44,0,15.02,13.81,0
67,2,1,2,2,104.9,51.89,0,24.25,0,0,0,0,0,0,0,0,17.94,3.75,5.95,0,0,0,0,0,53.01,16.06
67,2,1,2,2,147.4,61.92,0,3.67,0,0,0,0,0,0,2.72,5.05,24.75,4.04,9.09,0,0,0,0,12.6,85.48,10.71
18,8,2,1,1,147.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.22,0
18,8,2,1,1,137.94,137.94,1.98,40.52,14.18,5.49,0,3.49,0,6,3.99,19.77,0,0,4.59,2.97,4.58,3.22,4,23.16,0,0
26,1,1,3,1,114.45999,41.99999,3.82493,11.23497,4.02762,0,4.10601,0,0,0,2.02644,3.05188,5.90028,0,0,0,2.49142,0,0,5.33644,72.46,0
26,1,1,3,1,107.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.4,85.34
56,1,1,1,1,50,50,0,6.58318,4.74636,0,0,0,0,0,0,6.66994,3.98363,1.78782,0,5.01576,2.93602,11.07991,0,7.19738,0,0
56,1,1,1,1,50.00001,50.00001,0,6.82896,0,0,9.23316,4.03589,0,0,0,2.64423,3.60809,3.95951,0,0,0,10.66862,0,9.02155,0,0
87,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,1,1,1,2,92.1,92.1,5.57,25.32,0,0,2.99,0,12.24,1.69,0,14.56,1.49,2.98,6.08,4.83,2.29,4.49,3.57,4,0,0
62,7,1,3,1,204.19,149.02,7.51,4.09,20.56,0,0,0,0,0,0,28.5,0,8.88,4.74452,4.44548,8.19,13.11,0,48.99,55.17,8.39
62,7,1,3,1,309.33,230.2,6.13,28.11,17.25,0,0,7.18,0,0,4.38,7.17,3.84,23.86,17.95,7.51,20.26,9.38,6.14,71.04,79.13,24.08
40,4,1,4,2,135.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.34,0
40,4,1,4,2,83.45,7.35,2.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.36,0,0,76.1,21.84
59,2,1,2,2,188.11999,117.11999,3,15.51905,0,0,8.00266,0,0,1.79,3.98,21.82,17.82888,10.92093,0,0,10.59847,0,0,23.66,71,0
59,2,1,2,2,197.49,79.99,0,14.46,0,0,0,0,0,0,2.36,21.77,0,8.08,0,0,3.19,3.17,7.82,19.14,117.5,34.76
72,2,2,1,2,198.11,112.76,7.69,1.49,0,7.36,0,20.17,0,0,1.49,15.52,2.89,8.08,8.59,3.87,0,2.99,5.49,27.13,85.35,21
72,2,2,1,2,25.51,25.51,2,7.98,0,0,0,3.26,0,0,0,0,1.13,1.57,0,0,0,0,4.99,4.58,0,0
52,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,4,1,3,1,261.9,177.15,8.58,6.4,12.5,49.18,3.5,0,9.5,0,2.89,0,0,31.08,3.5,7.39,2.89,20.62,0,19.12,84.75,0
52,4,1,3,1,214.49,133.88,5.74,2.75,0,23.20699,9.88301,16.39,0,0,0,10,0,34.12,0,3.89,0,5.06,0,22.84,80.61,0
56,3,1,4,2,105.96,102.96,7.25,7.94,9.45,0,0,0,0,3.97,3.99,0,2.64,2.24,0,0,1.69,41.61,9.99,12.19,3,0
56,3,1,4,2,126.06,123.06,17.98,5,0,0,0,23.5,0,0,6.58,0,14.35,14.4,0,0,1.99,30.13,6.5,2.63,3,0
64,1,1,1,1,119.01,119.01,0,2.99,10,8.99,16,9.99,15,3,5,4.99,0,5,3.99,15.99,0,7.44,0,10.63,0,0
64,1,1,1,1,54.2,49.21,3.71,4.99,0,0,0,0,13,3,7.58,0,3.4,0,3.99,0,0,2.11,0,7.43,4.99,0
64,1,1,3,1,1.82,1.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82,0,0
64,1,1,3,1,55.36,55.36,5.39,12.75,0,0,0,0,0,0,3.36,7.31,0,0,5.63,0,0,11.25,0,9.67,0,0
77,1,1,4,1,45.5,14,0,0,0,0,0,5.33112,0,0,0,0,0,2.04439,0,0,3.35738,0,0,3.26711,31.5,0
77,1,1,4,1,40.5,9,0,2.99287,0,0,0,0,3.81225,0,0,0,0,0,0,0,0,0,0,2.19488,31.5,0
31,1,1,2,2,22,22,0,0,0,0,0,0,0,0,0,10.1,0,0,0,0,0,4.2,0,7.7,0,0
32,4,1,4,1,185.75,161.75,17.41,18.64,0,0,1.06,6.38,0,1.91,15.77,7.42,11.83,10.92,2.44,5.96,12.06,0,6.38,43.57,24,0
32,4,1,4,1,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75,0
40,4,1,4,2,313.05003,215.29003,14.90663,52.37021,11.19809,6.14892,9.20882,4.2446,0,0,2.55832,12.62555,13.15425,9.25798,7.3628,4.5396,12.25069,26.45152,4.77347,24.23858,97.76,0
40,4,1,4,2,410.05005,342.92005,9.51735,41.17884,28.73059,22.98646,16.73163,0,4.33621,6.97576,9.13188,35.61864,23.52534,21.34514,4.87247,23.67422,14.04523,18.3168,14.42417,47.50932,67.13,0
55,2,1,4,1,337.36381,270.08,0,10.97,58.41,21.08,12.39,4.68,22.48,1.98,2.79,35.72,5.99,29.73,0,5.97,6.86835,22.15165,5.88,22.99,67.28381,106.01
55,2,1,4,1,290.22,216.59,0,9.06,0,0,6.48133,6.5,33.56,1.98,5.47,20.27,0,5.89867,0,0,91.04,0,0,36.33,73.63,75.32
42,3,1,4,2,67.39,11.26,0,3.19,0,0,0,0,0,2.99,0,5.08,0,0,0,0,0,0,0,0,56.13,5.45
42,3,1,4,2,55.79923,21.11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,13.11,0,0,34.68923,65.31077
41,4,1,1,1,63.85,63.85,0,16,0,0,0,0,0,0,3.99,6.99,0,0,0,0,0,7.99,0,28.88,0,0
41,4,1,1,1,165.34,136.34,15.56,7.38,0,21.39,0,9.99,0,3.5,3.99,12.99,0,0,0,0,2.49,19.3,0,39.75,29,0
82,2,1,3,1,272.89,167.31,0,8.92,0,0,0,35.38,6,3.25,3.68,3.63,16.68,2.17,3.76,5.98,0,19.83,7.41,50.62,105.58,0
82,2,1,3,1,101.81,52.58,0,1.48,0,0,0,0,0,0,4.98,10.69,6.98,6.56,3.48,0,0,9.27,4.66,4.48,49.23,0
27,5,1,2,2,159.00001,159.00001,6.57848,21.81249,5.80528,4.80471,4.75746,4.58374,5.03574,3.11022,6.25346,10.09397,9.36115,9.03806,7.66592,8.49456,6.86998,10.9742,4.26034,29.50025,0,0
27,5,1,2,2,158.99999,158.99999,6.74836,32.89152,12.21893,0,9.41228,3.99618,0,3.19054,0,7.8974,5.58504,9.35602,4.34862,12.94777,7.0474,30.08449,0,13.27544,0,0
87,1,1,3,2,49.99998,49.99998,6.26636,3.15295,0,0,0,0,0,0,0,3.36831,6.95478,7.20253,0,0,4.16586,6.22987,0,12.65932,0,0
32,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,1,1,4,1,70.88,20.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.97,49.91,130.55
52,2,1,3,2,67.03,67.03,0,1.43,20.89,14.18,0,0,0,2.46,0,0,0,11.37,0,10.3,0,2.68,0,3.72,0,0
52,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,1,1,1,1,146.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.62,0
72,1,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,1,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,3,1,4,1,247.77,171.33,13.25,6.37,0,11.18,3.99,7.99,0,0,7.78,13.68,4.65,11.63,7.8,7.66,2.79,20.81,7.79,43.96,76.44,9.82
48,3,1,4,1,338.21,76.43,5.29,17.36,0,6.96,0,0,0,0,7.68,6.19,7.44,0,0,0,6.69,10.54,0,8.28,261.78,67.85
45,4,1,3,2,102.37,72.07,1,10.98,0,5.13,0,7.04,12.77,0,4.19,11.72,9,5.01,0,5.23,0,0,0,0,30.3,15.99
45,4,1,3,2,293.27,207.33,17.22,21.01,0,0,3.5,14.99,3.99,0,7.38,16.14,13.76,12.17,11.46,5,26.31,11.56,2.38,40.46,85.94,3.5
26,4,1,2,2,164.99997,124.99997,3.11849,11.79684,5.86632,15.41829,9.04112,4.53112,0,3.28022,6.59526,2.69181,14.45252,1.85386,12.62361,4.21925,0,3.41835,0,26.09291,40,10
26,4,1,2,2,152.00001,125.00001,12.71825,6.42308,0,15.66184,0,4.5486,0,3.29287,2.48584,2.70219,6.77832,5.6098,3.75905,4.08761,7.27344,21.27345,9.98964,18.39603,27,20
57,1,1,4,1,201.36,98.05,0,24.98,0,0,0,0,0,3.69,0,24.58,11.02,3.99,0,7.49,0,9.32,0,12.98,103.31,0
57,1,1,4,1,209.04,85.51,2.5,0,0,33.14,0,0,5.18,0,3.85,9.72,1.43,0,0,0.99,12.49,1.49,2.58,12.14,123.53,0
44,2,2,1,2,282.39,269.39,7.99,5.37,16.48,44.29,15.31,33.41,17.18,0,0,0,5.99,2.88,0,20.97,11.7,22.4,15.38,50.04,13,0
44,2,2,1,2,161.42,116.1,0,8.13,5,32.04,0,19.96,10.99,0,0,11.94,0.99,0.33,11.2,0,0,3.58,0,11.94,45.32,0
34,3,1,3,1,134.72,102.24,0,9.54,21.28,0,3.47,0,0,2.05,2.14,8.76,10.84,3.59,10.18,1,1.08,9.35,0,18.96,32.48,31.12
34,3,1,3,1,108.68,42.81,0,6.21,0,0,10.01,0,0,0,3.21,0,0,0,2.38,0,2.35,4.23,0,14.42,65.87,29.4
58,2,1,3,1,148.29,75.1,3.49,3.68,0,0,6.99,0,0,0,13.86,1.39,1.3,1.49,5.18,0,8.77,18.38,4.37,6.2,73.19,0
58,2,1,3,1,60.63,29.94,0,2.94,6.44,0,0,0,3.4,0,3.99,6.78,0,0,0,0,1.79,4.6,0,0,30.69,0
49,2,1,1,1,137.02,15.27,0,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,13.02,0,0,121.75,0
49,2,1,1,1,116.30999,92.41999,10.34584,12.8089,6.82759,0,9.58557,9.15988,0,3.47775,0,6.98329,6.08781,1.9655,2.49,3.98409,0,7.313,0,11.39077,23.89,11.92
71,1,1,2,2,32.5,20.5,0,0,0,0,0,0,0,0,0,8.8,0,0,0,5.05,6.65,0,0,0,12,0
71,1,1,2,2,58.59,37.91,0,7.45,0,0,2.53,0,0,0,3.58,3.02,5.62,6.13,0,4.04,0,0,0,5.54,20.68,0
41,3,1,1,2,114.03,39.28,0,2.86,0,0,0,3.97,0,0,4.91,8.78,0,0,0,0,0,0,0,18.76,74.75,31.88
41,3,1,1,2,29.67,17.67,0,10.99,0,0,0,0,0,0,0,0,0,0,1.09368,1.38632,4.2,0,0,0,12,26.02
41,3,1,4,1,112.11,82.75,0,12.25,10,0,1,0,0,0,3.89,3,2.15,1.45,0,0,0,25.07,0,23.94,29.36,0
41,3,1,4,1,56.28,4.78,0,0,0,0,0,0,0,0,0,0,0.79,0,0,3.99,0,0,0,0,51.5,0
30,5,1,3,2,222.78,185.78,3.98,7.49,55.7,24.98,6,0,0,6,4.69,13.63,0,5.97,0,8.97,0,5.4,15.98,26.99,37,0
30,5,1,3,2,13.4,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,0
44,3,1,2,1,189.32,142.29,0,17.59,0,13.14,0,0,0,2.71,4.04,22.24,8.09,7.67,0,14.25,2.89,13.21,2.15,34.31,47.03,0
44,3,1,2,1,143,9.06,0,0,0,0,0,0,0,0,2.1,0,0,0,0,0,0,6.96,0,0,133.94,0
45,2,1,1,1,189.98923,40.5,4.69,2.79,0,0,0,0,11.05,2.29,2.49,0,7.57,4.34,0,0,2.59,2.69,0,0,149.48923,25.31077
45,2,1,1,1,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0
65,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,2,1,4,2,147.56,78.93,10.47,4.49,0,0,0,0,0,0,0,27.8,0,6.28,0,11.29,6.49,6.63,3.49,1.99,68.63,19.49
56,2,1,4,2,101.52,94.04,0,38.37,0,0,0,0,0,1.89,0,12.07,10.95,1.82,0,5,1.59,1.29,0,21.06,7.48,0
55,1,2,3,1,40,40,3.51866,3.61016,0,0,4.0366,0,0,3.02182,0,0,6.22034,1.70782,0,4.00995,0,3.14907,0,10.72558,0,0
55,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,2,1,3,1,188.54,114.89,13.59,7.44,0,0,4.1,0,0,0,4.2,0,0,5.91,0,10.52,22.77,6.42,3.19,36.75,73.65,0
31,2,1,3,1,285.74,122.69,0,5.12,28.53,0,0,0,0,0,0,6.44,8.22,13.19,0,0,9.82,46.24,0,5.13,163.05,0
68,2,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,2,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,3,1,4,2,103.46034,26.83,2.22,0,10.37,0,5.56,0,0,0,0,0,3.48,0,0,0,0,5.2,0,0,76.63034,0
42,3,1,4,2,209.24,166.31,8.92,21.47,4.69,30,0,21,0,5.6,10.5,0,9.48,6.02,4.39,0,3.25,16.98,6.44,17.57,42.93,0
19,1,1,3,1,64.1,9.18,0,3.98,0,0,0,3.81,0,0,0,0,0,0,0,0,0,0,0,1.39,54.92,10.85
19,1,1,3,1,29.65,18.65,0,2.48,0,0,3.19,0,0,0,0,0,0,0,0,0,0,5.2,0,7.78,11,12
36,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,3,1,4,1,456.46,417.88,0,6.99,0,0,0,0,0,2.69,4.19,9.05,4.04,1.99,0,0,23.07,0,0,365.86,38.58,0
55,3,1,4,1,153.24,110.7,7.18,15.12,0,0,0,0,0,0,1.69,0,0,2,12.46,0,20,26.18,0,26.07,42.54,0
29,3,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,3,1,4,2,56,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0
24,1,1,2,1,51.34,6.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.11,0,0,45.23,0
24,1,1,2,1,43.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.49,0
17,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,3,4,1,1,180.94,168.6,35.98,13.28,10.19,9.72012,4.21988,0,5.98,4.95,10,5.99,11.85,25.26,1,0,8.24,0,0,21.94,12.34,0
57,2,6,,2,17.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.49,0
57,2,6,,2,133.5,118.52,5.98,13.75,0,14.97,9.96,0,0,0,3.69,3.89,16.37,7.7,0,6.88,0,19.57,3.79,11.97,14.98,0
26,2,2,1,1,11.2,11.2,0,3.15,0,0,0,6.66,0,0,0,0,0,0,0,1.39,0,0,0,0,0,0
26,2,2,1,1,33.32,33.32,0,8.99,0,0,0,9.5,0,0,0,0,0,4.58,5,0,0,3.25,0,2,0,0
43,4,1,4,1,465.45999,252.64999,7.48852,16.25202,16.55575,10.43921,0,0,0,3.15226,6.33798,9.91358,29.44837,13.03371,17.45953,16.70546,7.35818,46.1282,4.83337,47.54385,212.81,0
43,4,1,4,1,255.51854,121.18,0,16.24,0,0,0,0,0,0,0,0,33.15,0,0,0,0,64.1,0,7.69,134.33854,0
60,1,1,,2,25.37,25.37,1.39,3.94118,0,0,0,4.36,0,0,1.39,3.64882,0,0,0,0,0,0,0,10.64,0,22.84
60,1,1,,2,15.98,14.19,0,1.38,0,0,3.37,0,0,0,0,0,0,0.89,0,0.98,0,3.88,2.69,1,1.79,11.46
65,1,1,3,1,14.72,14.72,0,8.56,0,0,0,0,0,2.14,0,0,0,0,0,0,0,4.02,0,0,0,0
65,1,1,3,1,28.02,28.02,2.66,0,0,9.49,0,0,1.48,3.52,0,0,0,3.2,0,0,0,0,7.67,0,0,0
46,3,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20.14
81,1,1,3,2,17.87,17.87,0,1.06,0,0,0,0,0,0,0,4.22,4.23,4.04,0,0,0,0,4.32,0,0,0
81,1,1,3,2,30.79,20.8,0,0,0,0,0,14.7,0,0,0,0,0,1.87,0,0,0,2.12,0,2.11,9.99,0
58,2,1,3,1,172.17,85.79,0,6.86,23.02,5.47,0,0,0,1.58,5.56,1.5,6,8.89,3.01646,3.82354,1.98,0,7.28,10.81,86.38,0
58,2,1,3,1,117.8,20.4,0,2.98,0,0,3.68,0,0,0,0,0,0,0,0,0,4,9.74,0,0,97.4,0
25,3,1,4,1,143.73,60.78,7.99,12.98,4.2,0,0,0,0,1.49,2.79,0,7.1,6.37,2.78,0,0,0,2.99,12.09,82.95,33.54
25,3,1,4,1,242.61,86.54,3,14.19,5.1,0,5.27,10.5,0,1.59,2.5,5.74,4.1,2.5,0,2.5,0,19.66,3,6.89,156.07,133.75
73,2,4,3,1,88.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.69,0
73,2,4,3,1,181.04345,114,10.83592,9.37589,0,4.72863,8.43683,0,4.956,3.06097,0,9.6265,5.91229,8.97606,7.72965,7.86165,2.84099,15.19683,8.37659,6.0852,67.04345,0
58,2,1,1,2,251.26,65.81,1.77,6.48,0,0,0,10.34,0,0,0,9.69,13.85,0,10.87,0,0,6,3.59,3.22,185.45,25
70,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,2,2,3,2,25.11001,25.11001,0,0,0,6.05,0,16.06001,0,0,0,0,0,0,0,0,0,0,0,3,0,0
65,3,2,3,1,90.98,73.21,1.8,4.41,6.16,0,0,11.31,0,2.06,5.73,4.61,5.8,0,2.01,10.72,0,0,0,18.6,17.77,0
65,3,2,3,1,74.11,49.64,0,9.41,0,0,3.39,0,2.36,1.64,0,2.05,0,1.74,3.09,3.69,2.27,6.33,3.52,10.15,24.47,0
50,1,1,3,2,83.3,26.75,0,0,0,0,0,0,0,0,0,8.49,9.93,1.79,0,0,6.02,0,0,0.52,56.55,0
50,1,1,3,2,96.06,94.07,9.38,6.29,0,0,0,0,17.17,0,0,8.91,9.95,8.88,6.99,7.67,3,0,5.77,10.06,1.99,0
57,3,1,4,2,220.25,188.98,6.79,21.32,7,0,0,64.61,0,1.8,10.77,0,0,8.96,8.99,0,4.47,22.01,0,32.26,31.27,0
87,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,2,1,4,2,51.96,22.96,3.49,2.99,0,0,0,0,0,0,2.19,0,0,0,3.98,0,0,2.73,0,7.58,29,0
32,2,1,4,2,77.41,51.98,4,6.68,4.45,0,0,7.88,3,2.29,0,0,1.12,0,0,2.99,0,9.06,0,10.51,25.43,0
38,4,2,3,2,212.97581,55.44,0,16.88756,0,0,0,0,0,0,0,1.67452,3.15165,3.45862,3.2131,10.9227,0,7.05949,0,9.07236,157.53581,5
38,4,2,3,2,263.70263,117.00999,3.59126,16.33041,0,6.46311,10.41178,0,9.93613,0,6.73169,4.48532,4.75702,1.48581,0,0,2.44005,6.05455,5.17438,39.14848,146.69264,25.2
31,5,1,2,2,167.25,109.33,3.86,2.55,21.37,4.66,0,0,16.63,1.57,3.27,3.66,3.97,0,6.98,0,5.33,5.61,0,29.87,57.92,0
31,5,1,2,2,115.29,73.77,0,3.6,14.5,3.03,7.37,0,0,1.27,2.57,3.66,0,6.14,11.05,0,2.1,12.82,3.21,2.45,41.52,0
36,8,1,3,1,164.71,139.71,6,3.52,31.89,17.73,5.97,0,0,9.78,7.78,2,0,0,0,8,0,25.04,0,22,25,0
36,8,1,3,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0
61,2,1,4,2,261.84509,123.39,0,10.17,0,0,0,0,0,0,8.97,9.19,3.99,7.4,2.02,32.89,20.33,10.7,11,6.73,138.45509,2.17491
61,2,1,4,2,172.7,61.88,6.19,8.77,0,0,0,12.38,0,1.5,3.29,10.66,1.28,1.99,1,3.49,3.14,0,0,8.19,110.82,38
41,3,2,1,1,45.55,26.66,2.49,5,0,0,0,0,0,0,3.29,2.98,9.28,0,0.65709,0.83291,0,2.13,0,0,18.89,0
41,3,2,1,1,114.71,69.44,7.86,1.99,21.99,0,0,2.35,18,1.39,0,0,0,0,1.39,0,0,4.59,9.88,0,45.27,0
80,1,1,1,1,61.00001,45.00001,0,11.34856,0,0,0,4.927,5.91665,0,2.33475,4.59263,4.49072,2.01583,0,0,2.87047,6.5034,0,0,16,0
68,1,1,4,2,24.7,24.7,0,6.28,0,0,0,0,0,0,1.89,6,3.04,0,2.49,0,0,0,0,5,0,0
68,1,1,4,2,29.33,29.33,3.49,8.38,0,0,0,5.99,0,0,1.89,3.09,3,0,0,0,0,0.99,0,2.5,0,0
