AGE_REF,FAM_SIZE,REF_RACE,REGION,SEX_REF,FOODTOT,FOODHOME,CEREAL,BAKEPROD,BEEF,PORK,OTHMEAT,POULTRY,SEAFOOD,EGGS,MILKPROD,OTHDAIRY,FRSHFRUT,FRSHVEG,PROCFRUT,PROCVEG,SWEETS,NONALBEV,OILS,MISCFOOD,FOODAWAY,ALCBEV
53,2,3,2,1,239.75564,186.44001,1.99,9.24,7.50001,0,0,9,0,5,0,6.99,10.95,27.9,0,18.24,0,58.75,0,30.88,53.31563,15.81
53,2,3,2,1,239.28,211.79,5,8.78,17.5,17.63,0,27.12,0,7,5.98,30.08,25.9,13.48,0,6,0,4.2,0,43.12,27.49,0
50,3,4,4,2,31.73,31.73,0,0,0,9.68,0,0,0,0,0,0,0,14.74,0,0,0,5.23,0,2.08,0,0
50,3,4,4,2,4.89,4.89,0,2.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08,0,0
49,2,4,2,1,128.9,111.8,1.59,10.08,0,12,6.36,0,12.37,1.06,0,9.45,14.33,6.48,0,5.29,5.43,13.42,0,13.94,17.1,16.95
49,2,4,2,1,77.98,21.43,0,9.52,0,0,0,0,0,0,4.44,0,4.1,3.37,0,0,0,0,0,0,56.55,31.78
45,3,2,3,2,101.65,40.95,4.13,3.71,9.14,0,0,2.86,0,0,0,7.17,0,3.4,0,1.29,0,0,0,9.25,60.7,0
45,3,2,3,2,140.71,68.75,6.29,11.78,0,0,1.02,0,0,0,0,2.58,0,4.07,0,0,9.37,4.12,0,29.52,71.96,0
22,2,2,3,1,57.44,45.8,5.3,0,0,6.05,0,0,23.53,2.62,0,0,5.11,0,0,0,0,0,3.19,0,11.64,0
22,2,2,3,1,92.71,66.99,10.58,2.39,5.11,5.23,0,11.53,0,0,0,0,0,15.41,0,4.98,0,11.76,0,0,25.72,0
33,4,1,4,1,78,78,0,8,10,0,0,10,0,0,6,10,8,3,5,4,0,0,0,14,0,0
33,4,1,4,1,77.69,45.69,2.5,0,4,0,0,4,0,0,7,8,0,6,5,3,0,2.19,0,4,32,0
44,4,1,2,2,181.26,160.1,8.46,0,0,0,4.03,30.25,0,0,11.77,9.04,12.89,17.34,0,9.03,18.47,4.23,3.51,31.08,21.16,0
44,4,1,2,2,43.35,33.97,0,4.93,0,0,0,0,0,0,0,6.48,3.54,0,0,0,15.33,1.16,0,2.53,9.38,25.85
37,4,1,2,2,198.55,13.55,1.07,1.5,3.5,0,0,0,0,1,3.5,0,0,1,1.98,0,0,0,0,0,185,0
37,4,1,2,2,35.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.6,0
65,2,1,1,2,171.67,108.67,6.36,2.99,0,0,0,18.99,0,4.29,0,10.08,9.38,5.68,0,0,0,11.64,3.18,36.08,63,23.94
65,2,1,1,2,91.11,41.11,5.29,6.68,0,0,0,0,0,8.99,2.49,6.99,1.39,0,4.29,4.99,0,0,0,0,50,0
62,2,1,1,2,63.98,56.98,0,0,0,0,3.98,0,44,0,0,0,0,0,0,0,0,6,0,3,7,0
62,2,1,1,2,67.39,40.39,0,1.89,0,3.49,0,0,0,1.99,2.89,0,9,1,0,0,0,16.63,0,3.5,27,0
58,3,1,4,2,139.42,103.45,3.49,2.49,5.49,5.78,0,11.22,6,7.47,10.47,0,1.49,0.99,0,6.48,2.49,26.91,4.99,7.69,35.97,0
58,3,1,4,2,108.08,79.76,2.19,4.47,9.48,4.09,0,5.56,0,4.98,6.98,0,6.26,7.95,0,0,0,11.2,4.99,11.61,28.32,0
31,1,2,3,1,11.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.75,0
73,2,1,2,1,90.24,43.2,0,0,0,0,5.27,0,0,0,2.19,20.11669,13.6,0,0,0,2.02331,0,0,0,47.04,32.22
73,2,1,2,1,77.22,13.78,0,0,0,0,0,0,0,0,3.29,5.15,5.34,0,0,0,0,0,0,0,63.44,15
65,2,1,4,1,54.39,6.88,5.65,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23,0,0,0,47.51,0
65,2,1,4,1,217.37,206.87,0,36.68,42.23,0,5.15,18.03,3.8,0,0,17.48,5.14,13.85,10.27,10.24,0,0,6.17,37.83,10.5,0
49,1,1,3,2,16.42,12.14,0,0,0,1.06,0,0,0,0,0,2.13,0,0,0,0,1.07,7.88,0,0,4.28,0
49,1,1,3,2,37.56,37.56,0,1.27,5.35,2.33,0,0,0,1.17,0,0,2.39,2.02,0,0,2.89,4.51,0,15.63,0,0
58,1,1,3,2,154.07,74.71,0,5,0,0,0,0,0,3.79,3.49,4.78,19.8,0,0,0,0,10.27,2.85,24.73,79.36,11.37
58,1,1,3,2,321.26,143.66,0,7.38,0,0,4.82,0,0,0,2.69,0,0,6.48,4.7,0.95,21.35,10.7,0,84.59,177.6,7.99
69,1,1,1,2,26.06,22.35,0,0,0,0,0,0,15.83,0,6.52,0,0,0,0,0,0,0,0,0,3.71,0
69,1,1,1,2,128.29,55.23,2.5,5.99,0,0,0,0,0,0,6.52,1.39,0.99,2.5,5.99,0,0,1.67,7.98,19.7,73.06,0
66,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.28
66,1,1,3,2,60.88,49.88,0,2.88,0,6.99,0,2.98,0,0,0,7.57,0,0,0,0,0,8.55,0,20.91,11,0
56,2,1,3,1,42.19,42.19,0,2.56,9.2,0,6.11,0,6.89,0,0,5.8,3.05,2.49,2.6587,3.4313,0,0,0,0,0,0
56,2,1,3,1,68.9,68.9,12.95,8.03,0,0,0,0,0,2.85,3.13,9.77,0,0,1.24422,1.60578,8.34,4.39,4.94,11.65,0,0
38,1,1,2,1,50,10.76,0,0,0,2.39,0,0,0,2.01,0,0,0,0,0,0,0,6.36,0,0,39.24,30.12
38,1,1,2,1,69.83,38.52,0,6.02,14.05,0,5.04,0,0,0,0,0,0,4.03,0,0,0,6.36,0,3.02,31.31,21.11
59,2,1,3,2,110.24001,23.95001,0,0,0,0,0,0,0,0,15.68,0,6.75883,1.51118,0,0,0,0,0,0,86.29,438
50,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.05
50,1,1,3,1,37.92,27.57,0,1.46,0,5.67,0,5.8,0,0,0,0,0,0,0,2.13,2.25,4.04,0,6.22,10.35,14.97
33,5,1,2,2,128.65,121.64,5.16,11.62,9.18,0,0,0,0,1.78,7.14,21.76,33.7,3.49,4.7,0,0,2.06,7.5,13.55,7.01,0
33,5,1,2,2,251.62,145.69,3.98,23.16,0,6.98,0,0,0,0,13.19,15.89,41.13,4.78,0,6,5.09,9.93,0,15.56,105.93,0
61,4,1,3,1,216.84999,199.99999,3.255,23.38002,18.90922,13.18752,10.38121,4.5841,5.2959,0,2.62278,6.74426,8.6755,10.57337,13.40363,16.24487,8.53207,18.37943,5.59873,30.23238,16.85,0
61,4,1,3,1,220.64001,168.00001,11.06102,24.55809,4.24958,0,4.35949,4.05226,4.68148,3.12354,2.31849,6.63542,13.95903,7.45406,3.57032,20.39746,11.689,16.04959,8.4811,21.36008,52.64,0
52,4,1,3,2,441.84,380.23,3.39,47.96,11,51.01,2.98,34.65,0,0,5.56,19.75,44.6,36.38,2.27273,2.35727,16.79,19.35,8.57,73.61,61.61,8.97
52,4,1,3,2,379.37436,251.6,0,18.12,19.74,11.98,1.17,12.5,14.73,2.34,12.86,15.8,35.12,7.45,4.86314,5.12686,9.74,26.73,16.01,37.32,127.77436,0
51,1,1,3,2,284.08168,148.41,0,20.14,0,32.95,0,0,0,0,6.58,32.14,0,15.95,0,0,0,18.7,0,21.95,135.67168,47.53832
51,1,1,3,2,70.71576,9.58,0,0,0,0,0,0,0,0,0,0,7.79,1.79,0,0,0,0,0,0,61.13576,24.4518
44,3,1,4,2,57.38,48.59,0.99,1.98,0,2.5,0,0,0,2.99,7.78,4.52,4.51,10.48,0,1.29,2.97,2.71,0,5.87,8.79,0
44,3,1,4,2,74.58,58.85,3.96,4.18,0,0,0,7.04,0,0.99,7.25,0,1.67,4.89,8.98,0,0,4.89,0,15,15.73,0
24,1,2,3,2,44.63,44.63,12.05,1.09,0,13.02,0,5.43,0,2.17,3.26,1.09,0,4.34,0,2.18,0,0,0,0,0,0
58,2,2,2,2,53,53,0,0,0,0,8.63623,5.36264,6.19533,0,8.52905,0,3.39631,7.3846,0,0,0,0,0,13.49584,0,0
58,2,2,2,2,53.00001,53.00001,8.83504,7.94904,4.58783,0,0,9.68979,0,0,2.50304,0,0,4.06632,0,8.11194,3.03,4.22701,0,0,0,0
47,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,1,1,2,1,52.12,23.07,0,4.81746,0,0,0,0,0,0,0,4.14254,1.97,5.09,0,0,0,0,0,7.05,29.05,0
29,3,1,3,1,210.23,77.83,15.75,8.98,11.96,5.45,6.58,10.75,0,0,0,9.1,0,1.33,0,4.77,0,0,2.11,1.05,132.4,0
29,3,1,3,1,216.33,57.89,2.85,7.44,0,4.29,0,0,0,2.59,4,16.85,3.83,0,3,2.89,2.64,0,0,7.51,158.44,15
33,3,1,3,1,231,104,6.75,1.5,2.85,12.5,0,13,0,3.23,3.21,3.72,12.91,7.2,1.28788,3.66212,1.2,11.77,2.5,16.71,127,0
33,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,2,2,3,1,75.36,40.22,4.92,2.05,24.29,0,0,0,0,2.05,2.46,0,0,0,0,0,0,4.45,0,0,35.14,0
51,4,1,2,1,116.99999,106.99999,6.37134,18.26673,0,0,0,0,9.28362,0,0,9.43226,8.36698,5.52512,3.53511,3.83329,6.88483,14.58365,0,20.91706,10,0
51,4,1,2,1,116.99997,106.99997,0,6.80999,4.37362,4.02572,4.95793,0,4.81813,0,2.38617,6.13583,9.50183,5.56435,17.76732,3.98448,2.88853,11.62726,0,22.15881,10,0
62,2,1,1,2,124.83,109.31,0,6.19,0,6.16,8.1,16.08,11.98,0,0,11.72,4.4,8.6,1.69,5,5.48,7.29,0,16.62,15.52,4.49
62,2,1,1,2,97.84,80.98,3.96,4.08,9.46,0,9.83,0,0,0,4.78,9.02,2.19,5.98,1.69,2.18,0,11.48,0,16.33,16.86,12
46,6,1,3,2,120.8,90.39,4.09,15.14,10.14,1.54,0,0,0,0,10.05,11.86,9.22,1.22,0,4.81,0,17.17,0,5.15,30.41,0
43,4,1,3,2,149.18511,86.35,0,4.87,0,0,0,7.99,0,0,16.16,0,4.03,15.34,0,7.59,0,5.34,9.78,15.25,62.83511,30.80489
43,4,1,3,2,21.77,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04,0,0,0,19.73,0
62,5,1,4,1,427.76,221.37,0,8.69,27.08,0,0,10.69,29.5,5.99,8.66,14.57,15.57,25.58,0,3.69,0,26.54,28.28,16.53,206.39,16
62,5,1,4,1,244.82,155.1,17.29,11.43,0,6.74,0,16.59,0,7.88,3.49,18.36,25.73,22.92,5.69,0,0,9.17,0,9.81,89.72,0
77,1,1,1,2,25.32,11.32,0,11.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
77,1,1,1,2,234.78,228.78,13.03224,36.2101,22.88375,6.49393,9.73611,4.47081,5.87715,3.44616,9.95014,19.04102,10.45193,10.12052,7.92101,10.27863,3.09649,16.93748,9.06327,29.76926,6,0
34,3,1,3,2,120.4,120.4,2.04,0,10.2,8.56,0,7.83,1.73,3.49,0,7.74,3.55,2.33,0,7.17,10.71,24.57,0,30.48,0,0
34,3,1,3,2,4.4,1.8,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0
54,3,1,1,2,205.46,194.86,1.25,16.25,0,6.99,8.47,0,3.79,0,12.42,15.49,0,11.76,9.87,29.87,2.99,42.52,0,33.19,10.6,0
54,3,1,1,2,349.74,349.74,6.08,5.54,0,0,21.02,0,0,2.65,7.83,40.02,9.11,15.7,22.96,20.15,37.91,105.12,0,55.65,0,0
25,5,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,5,1,2,2,84.8,35.08,0,16.16,0,0,0,0,0,0,0,0,0,0,5.81,0,0,13.11,0,0,49.72,0
59,2,2,3,1,52.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.4,0
59,2,2,3,1,205.94,86.13,4.51,1.15,0,9,0,0,0,2.5,8.03,3.5,7.35,4.73,8.46877,6.09123,2.7,22.15,2.95,3,119.81,31.72
80,1,1,1,2,13.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.61,0
80,1,1,1,2,99.81,75.88,3.39,9.06,0,0,0,0,0,2.47,1.74,18.02,9.78,15.18,0,0,0,4.87,0,11.37,23.93,6.07
76,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,2,1,3,1,51.88,35.31,0,0,4.91,5,0,0,0,2.51,0,0,0,0,0,8.4,2.84,11.65,0,0,16.57,0
30,3,1,2,2,68.67999,49.99999,3.70764,11.20839,0,6.51852,0,5.13098,0,0,0,0,0,0,0,0,2.92511,5.27343,5.15814,10.07778,18.68,0
30,3,1,2,2,107.67998,85.99998,3.13617,3.70472,6.9309,0,0,5.36594,0,3.40449,2.52703,0,11.17715,14.20659,0,6.14116,3.05905,4.26753,4.51333,17.56592,21.68,0
44,3,1,4,1,53.04,9.7,0,0,0,0,0,0,0,0,5,2.55,0,2.15,0,0,0,0,0,0,43.34,0
44,3,1,4,1,287.25,264.19,14.53,14.4,18.39,9.04,31.89,0,16.3,1.83,5.1,46.9,10.54,10.47,10.13,0,2.45,6.34,14.78,51.1,23.06,0
54,2,6,1,1,34.64,34.64,0,0,3.29,3.12,2.45,7.89,5.49,0,0,3.99,0,0,0,0,0,4.06,1.1,3.25,0,0
54,2,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,4,1,1,2,243.03414,96.41,0,3.49,0,0,0,8.99,7.9,3.69,7.18,13.77,0,1.14,0,5.97,0,40,0,4.28,146.62414,0
39,4,1,1,2,238.79,91.57,11.02,12.57,0,0,2.86,0,0,0,11.69,20.98,3.76,4.88,12.65,0,3.99,0,0,7.17,147.22,0
27,6,1,1,2,297.53059,289.1,24.14,36.74,28.86,24.22,0,0,10.98,0,2.61,0,10.18538,0,10.66,9.21462,20.72,28.24,2.78,79.75,8.43059,0
27,6,1,1,2,20.24,20.24,0,0,6.88,0,0,0,0,0,0,2.1,0,2.99,0,2.99,1.29,0,0,3.99,0,34.01
68,1,1,4,2,61.3,59.74,0,0,0,15.52,0,0,0,1.29,2.88,13.14,6.45,1.99,5.89,0,0,2.24,0,10.34,1.56,21.69
68,1,1,4,2,44.36,41.22,3.25,0,0,0,0,0,0,0,0,4.54,0,1.91,0,1.38,11.47,1.99,0,16.68,3.14,18.89
29,3,1,2,1,139.99996,139.99996,6.81351,22.84795,6.46631,0,9.71689,4.29075,0,0,2.45494,3.77418,12.31839,1.82018,4.4104,10.01903,7.36263,20.40112,8.98023,18.32345,0,0
29,3,1,2,1,139.99998,139.99998,6.24316,10.96283,8.85042,0,12.79147,0,0,3.03051,6.25301,6.43779,6.4674,9.0683,7.45449,7.49594,7.31758,12.03717,4.01755,31.57236,0,0
52,5,1,4,2,127.28303,61.28,8.01,0,0,0,0,0,0,1.73,0,0,7.52,3.21615,0,0,0,1.92,16.32,22.56385,66.00303,0
52,5,1,4,2,119.40313,105.52,5.78,0,0,13.98,6.83,11.06,0,0,6.24,0,6.13,2.9,4.94,0,0,3.92,2.48,41.26,13.88313,0
41,3,1,2,1,78.1,52.11,7.87,0,0,0,0,9.97,0,0,16,0,0,0,2.98635,3.30365,0,0,0,11.98,25.99,0
41,3,1,2,1,64.34,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,56.34,16.04
44,4,1,1,1,260.12,228.75,5.3,16.85,0,0,28.67,11.29,0,0,8.26,33.03,34.89,34.49,3.69,0,5.84,16.98,8.48,20.98,31.37,0
44,4,1,1,1,288.37,273.37,19.34,30.59,9.66,33.33,36.38,5.51,0,0,3.98,22.5,32.67,27.74,0,0,20.18,0,4.52,26.97,15,38.25
48,3,1,2,2,196.65,188.58,8.06,25.93,8.78,11.56,18.96,4.99,3.99,1.59,1.98,18.96,4.39,1,6.29,1.55,2,36.13,0,32.42,8.07,37.82
48,3,1,2,2,115.4,108.62,4.49,8.35,0,27.56,4.49,0,0,1.49,1.98,0,3.99,1.99,3.18,0,0,21.58,0,29.52,6.78,43.37
49,3,1,4,2,97.22,67.77,0,7.35,9.91,0,9.15,0,0,0,0,4.07,8.77,6.88,0,0,4.48,6.99,0,10.17,29.45,5.99
49,3,1,4,2,132.87001,74.88001,8.95,6.77,9.83001,0,5.87,5.41,0,0,1.89,0,2.76,16.77,0,1,3.57,2.79,2.5,6.77,57.99,19.92
62,2,1,3,2,381.32999,374.86999,2.53,55.73,24.01,35.06,14.35,31.39,0,5.41,5.38,31.73,2.55,32.66,7.42717,22.91283,21.89,20.88999,15,45.95,6.46,0
62,2,1,3,2,299.43,299.43,16.43,39.46,0,52.33,21.04,21.36,5.9,5.71,7.08,12.77,14.43,8.27,5.20434,6.78566,25.01,38.27,8.63,10.75,0,0
47,3,2,2,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
47,3,2,2,2,218.15001,203.15001,11.9691,9.94593,12.5688,8.85468,15.6879,9.75915,9.58214,0,6.58658,7.86253,14.26579,5.70278,13.99402,18.59721,7.70794,19.87683,4.8893,25.29933,15,0
59,2,1,4,1,112.86,31.5,0,6.99,0,0,0,0,0,0,3.95,0,20.56,0,0,0,0,0,0,0,81.36,0
59,2,1,4,1,137.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.86,8
64,1,1,4,1,70.15,47.45,0,0,0,15.26,0,16.99,0,0,2.58,0,2.85,0.37,0,0,0,2.34,6.08,0.98,22.7,0
64,1,1,4,1,75.38,14.42,0,1.48,0,0,0,0,0,0,0,0,0,1.46,0,0,0,10.5,0,0.98,60.96,0
63,2,1,2,1,259.97,189.46,15.39,3.76,0,0,8.23,0,0,2.79,13.86,18.57,4.48,0.99,11.49,0,17.4,4.91,2.63,84.96,70.51,0
63,2,1,2,1,70.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.41,0
50,4,4,1,2,493.14,191.31,17.91017,23.60728,13.35962,6,0,5.69786,0,8.11508,4.78,19.4,10.68521,1.98952,3.49,0,6.19,39.82,4.19,26.07526,301.83,18
69,3,1,4,1,325.74,130.46,3.74,5,8.5,10,0,0,0,0,0,4.5,4.5,5.5,0,5.39,0,71.23,9.1,3,195.28,0
69,3,1,4,1,419.62,161.23,5.88,9.5,12,6.5,10,4.99,7,3.95,4,0,5,17.97,0,0,2.68,61.05,0,10.71,258.39,0
80,2,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,2,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,7,1,4,2,64.21,61.4,2.05,17.04,0,19.91,0,0,0,3.14,2.26,0,0,0,0,0,3.07,3.59,2.96,7.38,2.81,0
32,7,1,4,2,89.28,42.96,0,7.62,0,0,0,0,0,0,2.54,0.7,2.34,0,0,0,2.07,0,0,27.69,46.32,0
61,2,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,2,1,4,1,52,52,0,10.99,11.67,0.99,0,0,0,0,3.69,0,9.72,10.07,4.37418,0.49582,0,0,0,0,0,0
76,2,1,3,1,293.75,293.75,29.25,3.88,5.16,0,31.25,17.1,14.34,0,4.28,8.18,20.49365,15.24,10.08635,7.98,0,4.5,24.26,97.75,0,24.1
76,2,1,3,1,257.03,249.24,1.83,10.52,21.92,5.11,49.73,15.64,0,2.04,5,37.31,26.24,0,12.29,6.15,6.23,20.22,0,29.01,7.79,18.35
65,2,1,3,2,143.89,133.9,0,10.66,9.04,5.15,0,0,13.59,0,0.99,18.07,22.53,13.64,0,6.15,0,18.12,3.24,12.72,9.99,58.93
65,2,1,3,2,92.98,92.98,1.49,3.38,0,0,3.13,0,7.2,3.98,0,6,13.12,10.5,0,0,0,23.41,3.94,16.83,0,10.81
70,1,1,3,2,133.47,58.55,0,5.29,0,0,0,0,0,0,0,6,34.76,6.5,6,0,0,0,0,0,74.92,11.75
70,1,1,3,2,138.36,129.19,5.3,12.77,0,0,4.99,0,0,2.99,0,14.28,34.6,0,16,5.98,10.58,4.44,3.17,14.09,9.17,0
76,2,1,3,1,66.81,39.15,5.93,9.41,0,0,0,0,0,0,2.97,6.55,0,0,0,0,0,11.33,2.96,0,27.66,0
76,2,1,3,1,42.97,5.97,0,0,0,0,0,0,0,0,5.97,0,0,0,0,0,0,0,0,0,37,0
79,3,1,3,2,59.11,55.64,7.58,3.46,0,5.41,0,13.98,0,1.83,4,8.66,0,0.97,0,0,0,9.75,0,0,3.47,0
79,3,1,3,2,107.24,104.16,15.14,12.63,0,2.81,12.65,0,0,1.94,8.55,10.61,0,2.16,0,0,14.52,0,4.22,18.93,3.08,0
65,4,1,3,1,70.52,24.33,0,2.05,0,0,0,0,0,2.38,5.09,0,0,0,0,0,0,11.83,0,2.98,46.19,0
65,4,1,3,1,195.45002,162.75002,11.21794,31.13481,4.30987,0,4.06416,4.10975,9.5091,3.16785,2.35138,9.66135,5.58686,5.56334,0,13.73796,11.85482,19.89656,4.85203,21.73224,32.7,0
54,4,1,4,2,264,134.81,10.46,16.54,4.84,0,0,12.37,0,8.99,7.58,12.99,6.02,3.79,4.98974,1.29026,0,12.54,3.99,28.42,129.19,0
54,4,1,4,2,222.87,124.05,13.51,8.49,14.96,0,0,20.61,14.47,0,5.16,0,0,6.14,0,3.48,1.39,18.37,0,17.47,98.82,17.48
42,5,1,4,2,145.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.2,0
42,5,1,4,2,274.83999,234.83999,9.94572,28.74716,19.10921,13.68484,13.91206,5.77927,5.49561,3.18818,2.72169,14.70983,13.74043,12.72668,14.24653,13.6921,11.7185,24.6658,4.43003,22.32635,40,0
27,1,2,3,2,186.79,93,0,5.48,0,0,0,0,0,0,4.44,12.33,0,0,0,9.94,0,0,4.27,56.54,93.79,32.4
27,1,2,3,2,145.91,45.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,10.46,0,33.85,100,81.44
75,1,1,1,2,113.49,112.06,7.56,5.28,6.46,0,2.99,0,26.44,0.99,3,0,8.94,9.54,0,0,0,11.15,1.69,28.02,1.43,0
75,1,1,1,2,37.99,33.99,4.19,0,0,0,0,0,0,2,4.7,0,5.98,0,2.99,7.14,0,0,0,6.99,4,0
35,1,1,2,1,5.86,4.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27,0,0,1.59,0
35,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,2,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,2,1,4,1,179.03,46.58,0,4.99,6.71,0,0,0,0,1.89,5.87,2.99,3.99,1.94,10.97,0,0,0,0,7.23,132.45,0
78,2,1,4,1,117.35,47.41,6.15747,4.54652,0,0,3.8346,3.87762,3.92946,2.98892,0,0,6.01895,5.24911,0,0,2.68564,4.22339,3.89832,0,69.94,31.9
29,4,1,1,1,125.00003,125.00003,7.56816,8.21272,4.28615,0,4.39701,0,4.72177,0,2.33845,6.69252,14.07917,13.14638,0,8.56984,7.01325,14.85567,4.10897,25.00997,0,0
29,4,1,1,1,125.00001,125.00001,2.89165,18.29824,0,5.42992,0,8.72153,8.83155,0,6.47694,5.99141,13.26259,13.09892,3.58804,0,7.57964,19.40449,0,11.42509,0,0
28,4,1,1,2,56.4627,5.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.29,0,0,51.1727,51.9573
28,4,1,1,2,117.04,20.34,0,0,0,0,0,0,0,0,3.89,0,0,0,0,0,0,12.46,3.99,0,96.7,0
48,4,1,4,1,552.83,457.55,8.79,8.49,8.37,11.99,0,29.99,88.32,12.98,0,71.5,13.96,11.43,30.83,8.99,0,89.74,0,62.17,95.28,0
48,4,1,4,1,262,91.38,0,0,10.32,0,0,0,0,0,0,3.99,0.78,3.67,0,0,0.98,39.09,0,32.55,170.62,14.18
38,5,1,3,2,181.68,106.66,8.69,4.23,11.21,0,5.96,2.5,0,0,3.58,10.23,8.11,10,0,0,7.94,0,0,34.21,75.02,0
38,5,1,3,2,207.02,82.5,5.73,3.74,10.08,0,0.98,8.5,0,1.34,0,10.44,2.27,0,0.99,0,3.68,3.79,2.38,28.58,124.52,12.48
28,5,1,3,2,204.96,164.96,0,27.65,31.26,10.46,0,15.33,0,0,9.12,9.62,0,15.28,10.25,15.33,0,5.28,0,15.38,40,0
28,5,1,3,2,193.07,63.07,0,24.6,0,0,0,0,0,0,0,0,0,0,0,0,6.15,23.62,3.06,5.64,130,0
49,1,1,1,1,89.29,79.42,0,7.29,0,3.79,0,0,0,3.49,2.78,5,1.99,0,0,0,0,42.01,0,13.07,9.87,19.21
49,1,1,1,1,57.8,52.8,0,6.68,0,3.49,0,0,0,0,2.75,7.54,0,0,0,0,0,22.61,0,9.73,5,0
71,1,1,4,1,6.68,6.68,0,2.79,0,0,0,0,0,0,3.89,0,0,0,0,0,0,0,0,0,0,0
29,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,2,1,3,1,134.99997,134.99997,7.81615,8.49492,11.70243,11.33565,10.12308,5.43078,0,3.44563,2.55757,2.76479,6.93865,6.05117,6.24898,12.79341,0,13.15632,0,26.14044,0,16.57
49,2,1,3,1,134.99999,134.99999,6.98652,22.05285,4.1902,0,8.2499,0,0,3.0799,6.3549,5.87851,9.34107,12.85209,7.57596,3.5915,2.76739,10.41685,8.29655,23.3658,0,16.57
60,1,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,1,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,2,1,3,1,66.41999,28.26999,0,0,8.53,0,0,0,0,0,4.33,0,8.73752,3.69247,1.62,1.36,0,0,0,0,38.15,0
78,2,1,3,1,78.8,52.01,0,6.38,4.51,19.24,0,0,0,0,4,3.23,1.26,2.17,1.62,0,0,0,4.32,5.28,26.79,0
30,2,1,4,1,140.05,12.75,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.25,127.3,86
30,2,1,4,1,95.41,82.21,1.07,4.04,0,0,0,0,35.93,0,7.75,8.48,5.84,4.25,0,0,2.27,5.41,0,7.17,13.2,0
42,6,2,4,1,198.17,138.9,4.1,5.84,0,26.19,5.44,14.4,1.29,0,4.52,9.53,12.61,0,7.18,5.89,0,20.63,4.09,17.19,59.27,106.56
42,6,2,4,1,267.38,212.16,0,18.7,42.15,0,2.84,0,0,0,2.26,16.71,49.9,6.18,0,15.6,0,9.24,0,48.58,55.22,75.68
49,5,1,3,2,217.52,123.98,3,18.88,0,11.36,0,7.4,0,3.92,9.46,2.04,2.92,5.28,4.6415,3.1785,6.98,9.19,5.16,30.57,93.54,0
